min_rouge,articles,references,min_rouge_rouge-1,min_rouge_rouge-2,min_rouge_rouge-l
"Cells were grown on coverslip bottomed dishes (Mattek), labeled as described above, and imaged on a Deltavision deconvolution microscope with a 1.4 NA oil lens at 100 magnification. LS174T cells were labeled with m100.310*Alexa 488, and culture media was treated with 25 mM EGTA to chelate calcium. (N = 8, LS174T cells).",PMC2836164.json,"the a33 antigen is a cell surface glycoprotein of the small intestine and colonic epithelium with homology to tight junction associated proteins of the immunoglobulin superfamily, including car and jam. its restricted tissue localization and high level of expression have led to its use as a target in colon cancer immunotherapy. although the antigen is also present in normal intestine, radiolabeled antibodies against a33 are selectively retained by tumors in the gut as well as in metastatic lesions for as long as weeks. accordingly, we have studied the trafficking and kinetic properties of the antigen to determine its promise in two step, pretargeted therapies. the localization, mobility, and persistence of the antigen were investigated, and this work has demonstrated that the antigen is both highly immobile and extremely persistent retaining its surface localization for a turnover halflife of greater than days. in order to explain these unusual properties, we explored the possibility that a33 is a component of the tight junction. the simple property of surface persistence, described here, may contribute to the prolonged retention of the clinically administered antibodies, and their uncommon ability to penetrate solid tumors.",0.08264462809917356,0.0,0.0952032687363258
. Employment grade was differentially distributed between the sexes. Failure to produce a certificate results in loss of pay and may result in disciplinary sanction.,PMC2695575.json,"objective to examine diagnosis specific sickness absence as a risk marker for all cause mortality. design prospective occupational cohort (the gazel study). medically certified sickness absence spells greater than days for diagnostic categories, 19901992, were examined in relation to all cause mortality, january 1993 february 2007. the reference group for each diagnostic category was participants with no spell >7 days for that diagnosis. participants french public utility workers (5,271 women and 13,964 men) aged in 1990, the gazel study. over the follow up period there were deaths in women and in men. main results 7,875 employees (41.0%) had at least one spell of sickness absence >7 days over the three year period. the commonest diagnoses were mental disorders, musculoskeletal diseases, respiratory diseases and external causes in both sexes; genitourinary diseases in women, and digestive and circulatory diseases in men. of these common diagnoses mental disorders in women, hazard ratio (95% confidence intervals) 1.24 (1.11.4); and mental disorders 1.35 (1.31.5), digestive diseases 1.29 (1.11.6) and circulatory diseases 1.35 (1.21.6) in men were associated with mortality after adjustment for age, employment grade and sickness absence in all other diagnostic categories. conclusions employees with medically certified absence spells of one week or more over a three year period had a 60% excess risk of early death. in women and men, this excess risk was associated with some of the commonest diagnoses of sickness absence, in particular mental disorders. sickness absence for mental disorders may be a useful early indicator of groups at increased risk of fatal disease.",0.08843537414965985,0.00684931506849315,0.08411818980631586
"The dialyzed sample (360 ml) was applied to a DEAE Sephacel column (2.5  22 cm), and proteins were eluted with a linear gradient of 01 M NaCl in 20 mM Tris, pH 8.3 (4C). This fraction was concentrated to 4 ml with Amicon Ultracel centrifugal filters with a 30 kDa molecular weight cut off and then applied to a HiLoad 16/60 Superdex 200 column (GE Healthcare) equilibrated in 20 mM Tris, 150 mM NaCl, pH 8. This sample was applied to an UnoQ1 column (Bio Rad) and eluted with a linear gradient of 10500 mM NaCl in 20 mM Tris, pH 8.3.",PMC5292288.json,"transferrins are secreted proteins that bind iron. the well studied transferrins are mammalian serum transferrin, which is involved in iron transport, and mammalian lactoferrin, which functions as an immune protein. lactoferrin and lactoferrin derived peptides have bactericidal activity, and the iron free form of lactoferrin has bacteriostatic activity due to its ability to sequester iron. insect transferrin is similar in sequence to both serum transferrin and lactoferrin, and its functions are not well characterized; however, many studies of insect transferrin indicate that it has some type of immune function. the goal of this study was to determine the specific immune functions of transferrin from manduca sexta (tobacco hornworm). we verified that transferrin expression is upregulated in response to infection in m. sexta larvae and determined that the concentration of transferrin in hemolymph increases from m to m following an immune challenge. it is also present in molting fluid and prepupal midgut fluid, two extracellular fluids with immune capabilities. no immune induced proteolytic cleavage of transferrin in hemolymph was observed; therefore, m. sexta transferrin does not appear to be a source of antimicrobial peptides. unlike iron saturated lactoferrin, iron saturated transferrin had no detectable antibacterial activity. in contrast, m iron free transferrin inhibited bacterial growth, and this inhibition was blocked by supplementing the culture medium with m iron. our results suggest that m. sexta transferrin does not have bactericidal activity, but that it does have a bacteriostatic function that depends on its iron sequestering ability. this study supports the hypothesis that insect transferrin participates in an iron withholding strategy to protect insects from infectious bacteria.",0.14594594594594595,0.0,0.1453846619874021
We then applied the tSNE algorithm (Barnes Hut implementation) to each dataset using the following parameters: perplexity = 30 and theta = 0.5. We used all markers except those used to gate each population in the SNE clustering. We modified the DensVM code to increase the range of potential bandwidths searched during the density estimation step and to return the SVM model generated from the tSNE projection.,PMC6602051.json,"to define the cell populations that drive joint inflammation in rheumatoid arthritis (ra), we applied single cell rna sequencing (scrna seq), mass cytometry, bulk rna seq and flow cytometry to t cells, b cells, monocytes and fibroblasts from samples of synovial tissue from patients with ra or osteoarthritis. utilizing an integrated strategy based on canonical correlation analysis of 5,265 scrna seq profiles, we identified unique cell populations. combining mass cytometry and transcriptomics together revealed cell states expanded in ra synovia: thy1(cd90)+hla drahi sublining fibroblasts, il1b+ pro inflammatory monocytes, itgax+tbx21+ autoimmune associated b cells and pdcd1+ t peripheral helper (tph) and t follicular helper (tfh). we defined distinct subsets of cd8+ t cells characterized by a gzmk+, gzmb+ and gnly+ phenotype. we mapped inflammatory mediators to their source cell populations; for example, we attributed il6 expression to thy1+hla drahi fibroblasts, and il1b production to pro inflammatory monocytes. these populations are potentially key mediators of ra pathogenesis.",0.15044247787610618,0.0,0.15627044103220933
"Covariates included age, body mass index, prior hypertension, family history of hypertension or cardiovascular disease, nephrectomy status, current smoking, and estimated GFR by the Chronic Kidney Disease Epidemiology Collaboration equation, chosen instead of the Modification of Diet in Renal Disease equation because of increased accuracy with values of eGFR >60 ml/min per 1.73 m2. The CV for the assay was 3.5%. CVs for both of these assays were 3%.",PMC3078049.json,"therapies that target the vascular endothelial growth factor (vegf) pathway cause hypertension but the mechanism remains unknown. this cross sectional study tested the hypothesis that vegf inhibition causes hypertension by suppressing vegf mediated vasodilatory pathways. urine was collected from patients with metastatic renal cell carcinoma from 20022009, at baseline and while on vegf inhibitors. measured urinary biomarkers include albumin, metabolites of the nitric oxide pathway and its downstream effector, cgmp, and prostaglandin pathway biomarkers prostaglandin e2, 6 keto pgf 1, and camp, all normalized to urinary creatinine. the mean age in both groups was 61.8 years, 76% were male, and urinary albumin was higher in patients receiving vegf inhibitors (median 18.4mg/g vs. 4.6 mg/g; p=0.009). cgmp/cr was suppressed in patients on vegf inhibitors (0.28 pmol/ug vs. 0.39 pmol/ug; p=0.01), with a trend toward suppression of nitrate/cr (0.46 umol/mg vs. 0.62 umol/mg; p=0.09). both comparisons were strengthened when patients on bevacizumab were excluded and only those receiving small molecule tyrosine kinase inhibitors were analyzed (cgmp/cr, p=0.003; nitrate/cr, p=0.01). prostaglandin e2, 6 keto pgf1, and camp did not differ between groups. these results suggest that hypertension induced by vegf inhibitors is mediated by suppression of nitric oxide production. prospective studies are needed to explore whether these biomarkers may be useful predictors of efficacy in patients receiving vegf targeted therapies.",0.13924050632911394,0.006369426751592357,0.11934149157465515
"In one patient with an epitheliod leiomyosarcoma, this consisted of four cycles of doxorubicin and dacarbazine. Data were analyzed with JMP statistical software (SAS, Cary, NC). All intervals were defined as the time between the completion of RT and the event.",PMC2931332.json,"purpose various neoadjuvant approaches have been evaluated for the treatment of locally advanced soft tissue sarcomas. this retrospective study describes a uniquely modified version of the eilber regimen developed at university of chicago. methods and materials thirty four patients (28 stage iii and stage iv) patients with locally advanced soft tissue sarcomas of an extremity were treated between and 2008. all patients received preoperative therapy including ifosfamide (2.5 g/m2/day days) with concurrent radiation (28 gy in 3.5 gy daily fractions), sandwiched between various chemotherapy regimens. postoperatively, 47% received further adjuvant chemotherapy. results most tumors (94%) were grade and all were t2b, with a median size of 10.3 cm. wide excision was performed in patients (85%), and required amputation. of the resected tumor specimens, 50% exhibited high (90%) treatment induced necrosis and 11.8% had a complete pathologic response. surgical margins were negative in all patients. the 5 year survival was 42.3% for all patients and 45.2% for stage iii patients. for limb preservation patients, the 5 year local control was 89.0% and reoperation was required for wound complications in 17.2%. the 5 year freedom from distant metastasis (ffdm) was 53.4% (stage iv patients excluded), and ffdm was superior if treatment induced tumor necrosis was 90% (84.6% vs. 19.9%, p=0.02). conclusion this well tolerated concurrent chemoradiotherapy approach yields excellent rates of limb preservation and local control. the resulting treatment induced necrosis rates are predictive of subsequent metastatic risk, and this information may provide an opportunity to guide postoperative systemic therapies.",0.13157894736842105,0.006622516556291391,0.13458757452171785
"Our study was unable to account for the possible effects of post resuscitation quality of care and other unmeasured clinical variables including those related to the treatment of post ROSC blood glucose abnormalities. Also, given the size of the confidence intervals in our survival model , the possibility of making a Type II error should be recognized. Finally, given the relatively small number of cases, the authors decided in advance that further stratification of glucose values into smaller quantiles would likely result in unacceptably large confidence intervals.",PMC2722106.json,"summary study aims hyperglycemia is associated with poor outcomes in critically ill patients. we examined blood glucose values following in hospital cardiac arrest (ihca) to 1) characterize post arrest glucose ranges, 2) develop outcomes based thresholds of hyperglycemia and hypoglycemia, and 3) identify risk factors associated with post arrest glucose derangements. methods we retrospectively studied 17,800 adult ihca events reported to the national registry of cardiopulmonary resuscitation (nrcpr) from january 1, through february 1, 2007. results data were available from 3,218 index events. maximum blood glucose values were elevated in diabetics (median mg/dl [iqr, 307 mg/dl], 12.5 mmol/l [iqr 9.2 17.0 mmol/l]) and non diabetics (median mg/dl [iqr, 239 mg/dl], 9.78 mmol/l [iqr 7.5 13.3 mmol/l]). unadjusted survival to hospital discharge was higher in non diabetics than diabetics (45.5% [95% ci, 43.3 47.6%] vs. 41.7% [95% ci, 38.9 44.5%], p = .037). non diabetics displayed decreased adjusted survival odds for minimum glucose values outside the range of 170 mg/dl (3.9 9.4 mmol/l) and maximum values outside the range of 240 mg/dl (6.2 13.3 mmol/l). diabetic survival odds decreased for minimum glucose greater than mg/dl (13.3 mmol/l). in non diabetics, arrest duration was identified as a significant factor associated with the development of hypo and hyperglycemia. conclusions hyperglycemia is common in diabetics and non diabetics following ihca. survival odds in diabetics are relatively insensitive to blood glucose with decreased survival only associated with severe (> mg/dl, > 13.3 mmol/dl) hyperglycemia. in non diabetics, survival odds were sensitive to hypoglycemia (< 70mg/dl, < 3.9 mmol/l).",0.160857908847185,0.016172506738544475,0.1590149434523809
"Samples were run undiluted in duplicate, and all samples for a couple were run at the same time . Cytokine and attachment data were log transformed to correct for their skewed distribution. Statistical analyses were performed with SAS version 9.1 .",PMC2771542.json,"marital stress has been associated with immune dysregulation, including increased production of interleukin 6 (il 6). attachment style, ones expectations about the availability and responsiveness of others in intimate relationships, appears to influence physiological stress reactivity and thus could influence inflammatory responses to marital conflict. thirty five couples were invited for two 24 hour admissions to a hospital research unit. the first visit included a structured social support interaction, while the second visit comprised the discussion of a marital disagreement. a mixed effect within subject repeated measure model indicated that attachment avoidance significantly influenced il 6 production during the conflict visit but not during the social support visit. individuals with higher attachment avoidance had on average an 11% increase in total il 6 production during the conflict visit as compared to the social support visit, while individuals with lower attachment avoidance had, on average, a 6% decrease in il 6 production during the conflict visit as compared to the social support visit. furthermore, greater attachment avoidance was associated with a higher frequency of negative behaviors and a lower frequency of positive behaviors during the marital interaction, providing a mechanism by which attachment avoidance may influence inflammatory responses to marital conflict. in sum, these results suggest that attachment avoidance modulates marital behavior and stress induced immune dysregulation.",0.09375000000000001,0.007874015748031496,0.11365408015806142
"Nonprofit organizations and commercial businesses rely heavily on demonstrations. Adherents of program fidelity believe that working to insure that adopters make as few modifications as possible is key to retaining the success of the original program. If senior management is not onboard, health care practitioners often cannot risk implementation  .",PMC2957672.json,"few social science theories have a history of conceptual and empirical study as long as does the diffusion of innovations. the robustness of this theory derives from the many disciplines and fields of study in which diffusion has been studied, from the international richness of these studies, and from the variety of new ideas, practices, programs, and technologies that have been the objects of diffusion research. early theorizing from the beginning of the 20th century was gradually displaced by post hoc empirical research that described and explained diffusion processes. by the 1950s, diffusion researchers had begun to apply the collective knowledge learned about naturalistic diffusion in tests of process interventions to affect the spread of innovations. now, this purposive objective has given form to a science of dissemination in which evidence based practices are designed a priori not just to result in internal validity but to increase the likelihood that external validity and diffusion both are more likely to result. here, i review diffusion theory and focus on seven conceptsintervention attributes, intervention clusters, demonstration projects, societal sectors, reinforcing contextual conditions, opinion leadership, and intervention adaptationwith potential for accelerating the spread of evidence based practices, programs, and policies in the field of social work.",0.14285714285714285,0.008,0.1246060504292259
"We considered two choices for  (5 and 10) and two choices of  (0.1 and 0.3) . In the second approach, we use the oob samples for both execution and evaluation. Lastly, we re draw bootstrap samples for execution and again re draw bootstrap samples for evaluation .",PMC2822360.json,"random forests have emerged as one of the most commonly used nonparametric statistical methods in many scientific areas, particularly in analysis of high throughput genomic data. a general practice in using random forests is to generate a sufficiently large number of trees, although it is subjective as to how large is sufficient. furthermore, random forests are viewed as black box because of its sheer size. in this work, we address a fundamental issue in the use of random forests: how large does a random forest have to be? to this end, we propose a specific method to find a sub forest (e.g., in a single digit number of trees) that can achieve the prediction accuracy of a large random forest (in the order of thousands of trees). we tested it on extensive simulation studies and a real study on prognosis of breast cancer. the results show that such sub forests usually exist and most of them are very small, suggesting they are actually the representatives of the whole random forests. we conclude that the sub forests are indeed the core of a random forest. thus it is not necessary to use the whole forest for satisfying prediction performance. also, by reducing the size of a random forest to a manageable size, the random forest is no longer a black box.",0.08208955223880597,0.015037593984962405,0.1088856450871729
"Venue based sampling with quotas was used to enroll an ethnically and socio economically diverse population . Volunteers who presented themselves at these sites were enrolled. Household income was categorized as less than $15,000, $15,000 to $29,000, $30,000 to $49,000, $50,000 to $99,000, and $100,000.",PMC2735120.json,"past research has observed inverse associations between neighborhood and personal level measures of socioeconomic status and body mass index (bmi), but has not assessed how personal and neighborhood level measures might interact together to predict bmi. using a sample of 13,102 adult residents of new york city who participated in a health survey, cross sectional multi level analyses assessed whether personal income, education and zip code level poverty rates were associated with bmi. demographic, income, education and objectively measured height and weight data were collected in the survey and poverty rates and the proportion of black and hispanic residents in the subjects zip code were retrieved from the census. zip code level population density and land use mix, indices of neighborhood walk ability which are often higher in lower income neighborhoods and are associated with lower bmi, were also measured. after controlling for individual and zip code level demographic characteristics, increasing income was associated with lower bmi in women but not in men, and college and graduate level education was associated with lower bmi in both men and women. after control for income and individual and zip code level demographic characteristics, higher zip code poverty rate was unassociated with bmi. however, as expected, indices of neighborhood walk ability acted as substantial inverse confounders in the relationship between zip code poverty rate and bmi. after further adjustment for indices of neighborhood walk ability, zip code poverty rate became significantly, and positively associated with bmi in women. among women, the inverse association between income and bmi was significantly stronger in richer compared to poorer zip codes. in men and women, the association between college and graduate education and lower bmi was significantly stronger in richer versus poorer zip codes. these analyses suggest that neighborhood socioeconomic context influences how personal socioeconomic status is measured to influence body size.",0.08938547486033521,0.0056179775280898875,0.09410501431468897
