max_rouge,articles,references,max_rouge_rouge-1,max_rouge_rouge-2,max_rouge_rouge-l
"Given its homology to several tight junction associated proteins and cell adhesion molecules (CAMs), a series of colocalization studies were performed . However, as the LS174T cells used did not form polarized monolayers, they are of limited utility in fully investigating the possibility that A33 is a component of the tight junction . With a halflife of over 2 days, the A33 antigen is highly persistent relative to typical membrane proteins turnover times.",PMC2836164.json,"the a33 antigen is a cell surface glycoprotein of the small intestine and colonic epithelium with homology to tight junction associated proteins of the immunoglobulin superfamily, including car and jam. its restricted tissue localization and high level of expression have led to its use as a target in colon cancer immunotherapy. although the antigen is also present in normal intestine, radiolabeled antibodies against a33 are selectively retained by tumors in the gut as well as in metastatic lesions for as long as weeks. accordingly, we have studied the trafficking and kinetic properties of the antigen to determine its promise in two step, pretargeted therapies. the localization, mobility, and persistence of the antigen were investigated, and this work has demonstrated that the antigen is both highly immobile and extremely persistent retaining its surface localization for a turnover halflife of greater than days. in order to explain these unusual properties, we explored the possibility that a33 is a component of the tight junction. the simple property of surface persistence, described here, may contribute to the prolonged retention of the clinically administered antibodies, and their uncommon ability to penetrate solid tumors.",0.3243243243243243,0.14007782101167315,0.2832921510975524
"The commonest diagnoses in women were mental disorders, diseases of the musculoskeletal system, and respiratory diseases, followed by genitourinary diseases and external causes. In men, sickness absence with musculoskeletal diseases and external causes were the most common, followed by respiratory diseases, mental disorders, digestive diseases, and circulatory diseases. Of these common diagnoses, mental disorders in women, and mental disorders, digestive diseases and circulatory diseases in men were associated with mortality after adjustment for age, employment grade, and sickness absence spells in all other diagnostic categories.",PMC2695575.json,"objective to examine diagnosis specific sickness absence as a risk marker for all cause mortality. design prospective occupational cohort (the gazel study). medically certified sickness absence spells greater than days for diagnostic categories, 19901992, were examined in relation to all cause mortality, january 1993 february 2007. the reference group for each diagnostic category was participants with no spell >7 days for that diagnosis. participants french public utility workers (5,271 women and 13,964 men) aged in 1990, the gazel study. over the follow up period there were deaths in women and in men. main results 7,875 employees (41.0%) had at least one spell of sickness absence >7 days over the three year period. the commonest diagnoses were mental disorders, musculoskeletal diseases, respiratory diseases and external causes in both sexes; genitourinary diseases in women, and digestive and circulatory diseases in men. of these common diagnoses mental disorders in women, hazard ratio (95% confidence intervals) 1.24 (1.11.4); and mental disorders 1.35 (1.31.5), digestive diseases 1.29 (1.11.6) and circulatory diseases 1.35 (1.21.6) in men were associated with mortality after adjustment for age, employment grade and sickness absence in all other diagnostic categories. conclusions employees with medically certified absence spells of one week or more over a three year period had a 60% excess risk of early death. in women and men, this excess risk was associated with some of the commonest diagnoses of sickness absence, in particular mental disorders. sickness absence for mental disorders may be a useful early indicator of groups at increased risk of fatal disease.",0.41690140845070417,0.28895184135977336,0.3902166131353455
"The goal of this study was to determine the specific immune functions of M. sexta transferrin. We used several strategies to test the hypothesis that transferrin undergoes immune induced cleavage in hemolymph. Our results provide direct evidence that an insect apo transferrin can interfere with bacterial growth by means of iron sequestration; therefore, our study supports the model that insect transferrin participates in an iron withholding strategy in hemolymph and other extracellular fluids to protect insects from infectious bacteria .",PMC5292288.json,"transferrins are secreted proteins that bind iron. the well studied transferrins are mammalian serum transferrin, which is involved in iron transport, and mammalian lactoferrin, which functions as an immune protein. lactoferrin and lactoferrin derived peptides have bactericidal activity, and the iron free form of lactoferrin has bacteriostatic activity due to its ability to sequester iron. insect transferrin is similar in sequence to both serum transferrin and lactoferrin, and its functions are not well characterized; however, many studies of insect transferrin indicate that it has some type of immune function. the goal of this study was to determine the specific immune functions of transferrin from manduca sexta (tobacco hornworm). we verified that transferrin expression is upregulated in response to infection in m. sexta larvae and determined that the concentration of transferrin in hemolymph increases from m to m following an immune challenge. it is also present in molting fluid and prepupal midgut fluid, two extracellular fluids with immune capabilities. no immune induced proteolytic cleavage of transferrin in hemolymph was observed; therefore, m. sexta transferrin does not appear to be a source of antimicrobial peptides. unlike iron saturated lactoferrin, iron saturated transferrin had no detectable antibacterial activity. in contrast, m iron free transferrin inhibited bacterial growth, and this inhibition was blocked by supplementing the culture medium with m iron. our results suggest that m. sexta transferrin does not have bactericidal activity, but that it does have a bacteriostatic function that depends on its iron sequestering ability. this study supports the hypothesis that insect transferrin participates in an iron withholding strategy to protect insects from infectious bacteria.",0.3673469387755103,0.22873900293255128,0.34755642206064813
"Sublining fibroblasts are a major source of pro inflammatory cytokines such as IL6 , and a specific subset of sublining fibroblasts expressing MHC II (SC F2, THY1+CD34 HLA DRhi) was >15 fold expanded in RA tissues. We also found CD8 T cell subsets (SC T46) characterized by a distinct granzyme expression pattern . Our CCA based strategy analyzed scRNA seq data using canonical variates that capture variance that are present in both single cell and bulk RNA seq data.",PMC6602051.json,"to define the cell populations that drive joint inflammation in rheumatoid arthritis (ra), we applied single cell rna sequencing (scrna seq), mass cytometry, bulk rna seq and flow cytometry to t cells, b cells, monocytes and fibroblasts from samples of synovial tissue from patients with ra or osteoarthritis. utilizing an integrated strategy based on canonical correlation analysis of 5,265 scrna seq profiles, we identified unique cell populations. combining mass cytometry and transcriptomics together revealed cell states expanded in ra synovia: thy1(cd90)+hla drahi sublining fibroblasts, il1b+ pro inflammatory monocytes, itgax+tbx21+ autoimmune associated b cells and pdcd1+ t peripheral helper (tph) and t follicular helper (tfh). we defined distinct subsets of cd8+ t cells characterized by a gzmk+, gzmb+ and gnly+ phenotype. we mapped inflammatory mediators to their source cell populations; for example, we attributed il6 expression to thy1+hla drahi fibroblasts, and il1b production to pro inflammatory monocytes. these populations are potentially key mediators of ra pathogenesis.",0.3361344537815126,0.11864406779661016,0.17953282172581855
"In this cross sectional pilot study, urinary biomarkers of the NO pathway were suppressed in patients receiving VEGF targeted chemotherapies. Together, these results support the theory that hypertension associated with VEGF targeted therapies is caused by inhibition of nitric oxide mediated vasodilation . The results suggest a difference in pathophysiology between the mechanisms of hypertension and albuminuria induced by VEGF inhibition.",PMC3078049.json,"therapies that target the vascular endothelial growth factor (vegf) pathway cause hypertension but the mechanism remains unknown. this cross sectional study tested the hypothesis that vegf inhibition causes hypertension by suppressing vegf mediated vasodilatory pathways. urine was collected from patients with metastatic renal cell carcinoma from 20022009, at baseline and while on vegf inhibitors. measured urinary biomarkers include albumin, metabolites of the nitric oxide pathway and its downstream effector, cgmp, and prostaglandin pathway biomarkers prostaglandin e2, 6 keto pgf 1, and camp, all normalized to urinary creatinine. the mean age in both groups was 61.8 years, 76% were male, and urinary albumin was higher in patients receiving vegf inhibitors (median 18.4mg/g vs. 4.6 mg/g; p=0.009). cgmp/cr was suppressed in patients on vegf inhibitors (0.28 pmol/ug vs. 0.39 pmol/ug; p=0.01), with a trend toward suppression of nitrate/cr (0.46 umol/mg vs. 0.62 umol/mg; p=0.09). both comparisons were strengthened when patients on bevacizumab were excluded and only those receiving small molecule tyrosine kinase inhibitors were analyzed (cgmp/cr, p=0.003; nitrate/cr, p=0.01). prostaglandin e2, 6 keto pgf1, and camp did not differ between groups. these results suggest that hypertension induced by vegf inhibitors is mediated by suppression of nitric oxide production. prospective studies are needed to explore whether these biomarkers may be useful predictors of efficacy in patients receiving vegf targeted therapies.",0.31578947368421056,0.12582781456953643,0.23615064076949446
"this retrospective study describes a uniquely modified version of the eilber regimen developed at university of chicago. of the resected tumor specimens, 50% exhibited high (90%) treatment induced necrosis and 11.8% had a complete pathologic response. the resulting treatment induced necrosis rates are predictive of subsequent metastatic risk, and this information may provide an opportunity to guide postoperative systemic therapies.",PMC2931332.json,"purpose various neoadjuvant approaches have been evaluated for the treatment of locally advanced soft tissue sarcomas. this retrospective study describes a uniquely modified version of the eilber regimen developed at university of chicago. methods and materials thirty four patients (28 stage iii and stage iv) patients with locally advanced soft tissue sarcomas of an extremity were treated between and 2008. all patients received preoperative therapy including ifosfamide (2.5 g/m2/day days) with concurrent radiation (28 gy in 3.5 gy daily fractions), sandwiched between various chemotherapy regimens. postoperatively, 47% received further adjuvant chemotherapy. results most tumors (94%) were grade and all were t2b, with a median size of 10.3 cm. wide excision was performed in patients (85%), and required amputation. of the resected tumor specimens, 50% exhibited high (90%) treatment induced necrosis and 11.8% had a complete pathologic response. surgical margins were negative in all patients. the 5 year survival was 42.3% for all patients and 45.2% for stage iii patients. for limb preservation patients, the 5 year local control was 89.0% and reoperation was required for wound complications in 17.2%. the 5 year freedom from distant metastasis (ffdm) was 53.4% (stage iv patients excluded), and ffdm was superior if treatment induced tumor necrosis was 90% (84.6% vs. 19.9%, p=0.02). conclusion this well tolerated concurrent chemoradiotherapy approach yields excellent rates of limb preservation and local control. the resulting treatment induced necrosis rates are predictive of subsequent metastatic risk, and this information may provide an opportunity to guide postoperative systemic therapies.",0.3765432098765432,0.36024844720496896,0.45667112620587624
"Our results suggest that hyperglycemia is common following IHCA in both diabetics and non diabetics. Furthermore, survival odds in diabetics may be relatively insensitive to large variations in blood glucose with decreased survival only associated with extreme (> 240 mg/dL, > 13.3 mmol/L) hyperglycemia. By comparison, survival in non diabetics appears more sensitive to derangements in blood glucose outside a range of minimum (71  170 mg/dL, 3.9  9.4 mmol/L) and maximum (111  240 mg/dL, 6.2  13.3 mmol/L) glucose values.",PMC2722106.json,"summary study aims hyperglycemia is associated with poor outcomes in critically ill patients. we examined blood glucose values following in hospital cardiac arrest (ihca) to 1) characterize post arrest glucose ranges, 2) develop outcomes based thresholds of hyperglycemia and hypoglycemia, and 3) identify risk factors associated with post arrest glucose derangements. methods we retrospectively studied 17,800 adult ihca events reported to the national registry of cardiopulmonary resuscitation (nrcpr) from january 1, through february 1, 2007. results data were available from 3,218 index events. maximum blood glucose values were elevated in diabetics (median mg/dl [iqr, 307 mg/dl], 12.5 mmol/l [iqr 9.2 17.0 mmol/l]) and non diabetics (median mg/dl [iqr, 239 mg/dl], 9.78 mmol/l [iqr 7.5 13.3 mmol/l]). unadjusted survival to hospital discharge was higher in non diabetics than diabetics (45.5% [95% ci, 43.3 47.6%] vs. 41.7% [95% ci, 38.9 44.5%], p = .037). non diabetics displayed decreased adjusted survival odds for minimum glucose values outside the range of 170 mg/dl (3.9 9.4 mmol/l) and maximum values outside the range of 240 mg/dl (6.2 13.3 mmol/l). diabetic survival odds decreased for minimum glucose greater than mg/dl (13.3 mmol/l). in non diabetics, arrest duration was identified as a significant factor associated with the development of hypo and hyperglycemia. conclusions hyperglycemia is common in diabetics and non diabetics following ihca. survival odds in diabetics are relatively insensitive to blood glucose with decreased survival only associated with severe (> mg/dl, > 13.3 mmol/dl) hyperglycemia. in non diabetics, survival odds were sensitive to hypoglycemia (< 70mg/dl, < 3.9 mmol/l).",0.38399999999999995,0.2520107238605898,0.3051714063482778
"Attachment anxiety and avoidance were significantly correlated, r = .39, p = .01. Attachment avoidance was negatively correlated with marital satisfaction only, r = .43, p = .001. Attachment anxiety and avoidance were unrelated to weekly physical exercise, alcohol, and caffeine intake (all r > .15) .",PMC2771542.json,"marital stress has been associated with immune dysregulation, including increased production of interleukin 6 (il 6). attachment style, ones expectations about the availability and responsiveness of others in intimate relationships, appears to influence physiological stress reactivity and thus could influence inflammatory responses to marital conflict. thirty five couples were invited for two 24 hour admissions to a hospital research unit. the first visit included a structured social support interaction, while the second visit comprised the discussion of a marital disagreement. a mixed effect within subject repeated measure model indicated that attachment avoidance significantly influenced il 6 production during the conflict visit but not during the social support visit. individuals with higher attachment avoidance had on average an 11% increase in total il 6 production during the conflict visit as compared to the social support visit, while individuals with lower attachment avoidance had, on average, a 6% decrease in il 6 production during the conflict visit as compared to the social support visit. furthermore, greater attachment avoidance was associated with a higher frequency of negative behaviors and a lower frequency of positive behaviors during the marital interaction, providing a mechanism by which attachment avoidance may influence inflammatory responses to marital conflict. in sum, these results suggest that attachment avoidance modulates marital behavior and stress induced immune dysregulation.",0.13229571984435798,0.01568627450980392,0.15377800371563394
"I have highlighted seven concepts from the diffusion literature that have been used or have the potential to be used to affect the rate at which social work interventions spread: The perceptions of social work interventions can be shaped through formative evaluation assessments of attribute categories that in turn can be used to design and redesign interventions and communication messages about them . Potential adopters and implementers can be conceptualized interorganizationally as members of societal sectors, which leads to efficiencies in communication and the potential for broad spread . The framing and timing of intervention efforts can be matched to reinforcing contextual conditions to increase the likelihood that potential adopters will perceive social work interventions as relevant and opportune .",PMC2957672.json,"few social science theories have a history of conceptual and empirical study as long as does the diffusion of innovations. the robustness of this theory derives from the many disciplines and fields of study in which diffusion has been studied, from the international richness of these studies, and from the variety of new ideas, practices, programs, and technologies that have been the objects of diffusion research. early theorizing from the beginning of the 20th century was gradually displaced by post hoc empirical research that described and explained diffusion processes. by the 1950s, diffusion researchers had begun to apply the collective knowledge learned about naturalistic diffusion in tests of process interventions to affect the spread of innovations. now, this purposive objective has given form to a science of dissemination in which evidence based practices are designed a priori not just to result in internal validity but to increase the likelihood that external validity and diffusion both are more likely to result. here, i review diffusion theory and focus on seven conceptsintervention attributes, intervention clusters, demonstration projects, societal sectors, reinforcing contextual conditions, opinion leadership, and intervention adaptationwith potential for accelerating the spread of evidence based practices, programs, and policies in the field of social work.",0.39375,0.10062893081761005,0.24910699744329814
"Random forest has become a very useful tool for analyzing high dimensional data, particularly high throughput genomic data including single nucleotide polymorphisms and gene expression profiling. Therefore, we have demonstrated that it is possible to construct a highly accurate random forest consisting of a manageable number of trees to allow in depth examination of the trees and splits in the forests . The key advantage of our proposed sub forest is the ability to examine and present the forests.",PMC2822360.json,"random forests have emerged as one of the most commonly used nonparametric statistical methods in many scientific areas, particularly in analysis of high throughput genomic data. a general practice in using random forests is to generate a sufficiently large number of trees, although it is subjective as to how large is sufficient. furthermore, random forests are viewed as black box because of its sheer size. in this work, we address a fundamental issue in the use of random forests: how large does a random forest have to be? to this end, we propose a specific method to find a sub forest (e.g., in a single digit number of trees) that can achieve the prediction accuracy of a large random forest (in the order of thousands of trees). we tested it on extensive simulation studies and a real study on prognosis of breast cancer. the results show that such sub forests usually exist and most of them are very small, suggesting they are actually the representatives of the whole random forests. we conclude that the sub forests are indeed the core of a random forest. thus it is not necessary to use the whole forest for satisfying prediction performance. also, by reducing the size of a random forest to a manageable size, the random forest is no longer a black box.",0.31438127090301,0.09427609427609428,0.2887740819380772
